id,created at,text,screen_names,followers_count,friends_count,name,lat,lon,place name,place type
1125493214771851265,Mon May 06 20:11:07 +0000 2019,Samsung Galaxy S10+ SM-G973U - 128GB - Prism Black (Sprint) (Single SIM) Great! https://t.co/DhiqDXHAm3,settlement_wa,12,6,Settlement WA USA,,,,
1125493238498975751,Mon May 06 20:11:13 +0000 2019,RT @iannnnn: ใครใช้ S10 ก็ให้เลือกปลดล็อกหน้าจอด้วยวิธีอื่นเด้อ ปลดด้วยหน้าอันตราย https://t.co/Q6tHYPsh4W,superpeony,47,98,นานานานาอย่ามาทะลึ่งกับกูเด้อ,,,,
1125493307247874048,Mon May 06 20:11:29 +0000 2019,@CoinbaseSupport what's wrong with my coinbase app? Price does not update. Issue only started since upgrading to S1… https://t.co/2g32ccRYBt,Carl0sCrypto,0,5,CryptoCarl0s,,,,
1125493530711842816,Mon May 06 20:12:23 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",ghaborabe,360,1056,Gabrielle,,,,
1125493626627190784,Mon May 06 20:12:45 +0000 2019,RT @iannnnn: ใครใช้ S10 ก็ให้เลือกปลดล็อกหน้าจอด้วยวิธีอื่นเด้อ ปลดด้วยหน้าอันตราย https://t.co/Q6tHYPsh4W,theseventhsep,5,25,banana cake,,,,
1125493668738142208,Mon May 06 20:12:55 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",Mellanin_Nellz,4113,4739,AneleAmantombazane.🌼,,,,
1125493729194856448,Mon May 06 20:13:10 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",GeorgeB65608640,24,387,George Brian,,,,
1125493735050108929,Mon May 06 20:13:11 +0000 2019,"@Apple O meu iPhone X eu passei no chuveiro e não funcionou mais. Entrou água e deu dano por água. R$ 4200,00 pra f… https://t.co/f4S2JpnHv5",bilibioagro,6,29,Felipe Bilibio,,,,
1125493778394091520,Mon May 06 20:13:22 +0000 2019,@princesalaguner Dónde puedo comprar una tapa del S10 plus? 😂,tuamigomac,1256,4205,CHARLY,,,,
1125493839547052032,Mon May 06 20:13:36 +0000 2019,"So far, S10 plus is by far the smoothest Samsung device I've ever used. It's living up to the hype. We will see after a couple of weeks. 🤓",realJoeHussey,313,750,Tech Motivation 📲💻🕹,,,,
1125494004370628611,Mon May 06 20:14:15 +0000 2019,"@moment Glad I ordered my Moment Case for S10+ and Anamorphic lents. May 8 gonna test those out. 

Thanks moment",KenjiroCastillo,11,43,Jesus Santos Oficial,,,,
1125494022074720258,Mon May 06 20:14:20 +0000 2019,RT @FaysenOfficial: That's awesome!!! https://t.co/l5V2My1agl,maniloveshrek,6,120,shrek,,,,
1125494035135827974,Mon May 06 20:14:23 +0000 2019,@Lary140928 Kkkkkk Galaxy S10 serve msm,putzreiss,606,502,Caio,,,,
1125494057399201792,Mon May 06 20:14:28 +0000 2019,"Trading Ikonik for a Deep Freeze Xbox Code DM if interested 
Buy the code on this link
https://t.co/33AKUt1fx7
have… https://t.co/7Mvuf9oAjL",MylesPlays2,85,291,ItsMyles123,,,,
1125494210231140352,Mon May 06 20:15:05 +0000 2019,"Galaxy S10+ Whitestone Dome Glass Install, Review &amp; Removal https://t.co/tR8yl3DzcS via @YouTube https://t.co/uspaJ4Dpjt",WhitestoneJapan,169,1038,Whitestonedome Japan,,,,
1125494213423112193,Mon May 06 20:15:05 +0000 2019,Whitestone: the ONLY GLASS Screen Protection for the Samsung S10/10+ Ult... https://t.co/K3xQKW6bmw via @YouTube… https://t.co/0eMgAczh4D,WhitestoneChina,127,2031,WhitestoneDome_CN,,,,
1125494216589807618,Mon May 06 20:15:06 +0000 2019,VOCE PODE GANHAR UM SAMSUNG GALAXY S10 PLUS https://t.co/dk1DBnXmFn,Kevin22038896,0,8,Kevin,,,,
1125494233207648257,Mon May 06 20:15:10 +0000 2019,Huawei P30 &amp; Samsung S10 makes iPhone  look like childsplay 😂. #TeamAndroid 📱,joeyvontell,2056,807,JOSEPH VONTELL.,,,,
1125494239423541248,Mon May 06 20:15:12 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",lesnificent_za,9578,8930,👑🇱 🇪 🇸 🇱 🇪 🇾🦂🇿🇦,,,,
1125494337402429447,Mon May 06 20:15:35 +0000 2019,Last 7 years people have begged me to ditch @SamsungUS #s10 phone and go with @Apple ive always refused. Its weird… https://t.co/R1qWOfKli2,ChetLove3,46,110,Chet Love,,,,
1125494365286227970,Mon May 06 20:15:42 +0000 2019,@Silva22Carla Tem uma roupa nesse jogo que tem que ter o celular s10 pra ter ela a senhora pode me ajudar,Viniciu42122624,0,1,Vinicius,,,,
1125494379400060928,Mon May 06 20:15:45 +0000 2019,"Chevrolet S10 Colorado 2.8 Extra Full
Excelente Estado
☎ 26053290 / 098560160
VER VEHÍCULO 🚩https://t.co/nfmbZQTWkc https://t.co/wS6y3gaNxa",MotorLider_,421,445,MotorLider,,,,
1125494474191265796,Mon May 06 20:16:07 +0000 2019,@r_v_007 @UniverseIce @rquandt I know that the S10+ is the superior phone but I just can't get behind the silly pun… https://t.co/oUPzHsIzMv,manriqu84269995,9,75,manrique ramirez,,,,
1125494543426650113,Mon May 06 20:16:24 +0000 2019,RT @NahumMerilus: Sometimes to be great you got to be different https://t.co/we9pWHtWmk,yourfavhaitian_,1467,1000,stephnocurry.,,,,
1125494546966749185,Mon May 06 20:16:25 +0000 2019,"RT @STC_KSA: إذا باقتك مفوتر 2 أو 3 أو 4
تقدر تحصل على جهاز Samsung S10 128GB📱
وأول 3 أقساط علينا👍🏽
للمزيد:
https://t.co/P0M4dX38GL https:/…",SaeedMahmood10,3372,5001,‏࿐سعيد الزهراني‏࿐ ‏,,,,
1125494583826288642,Mon May 06 20:16:34 +0000 2019,RT @iannnnn: ใครใช้ S10 ก็ให้เลือกปลดล็อกหน้าจอด้วยวิธีอื่นเด้อ ปลดด้วยหน้าอันตราย https://t.co/Q6tHYPsh4W,Numnumk,226,421,|| F ||,,,,
1125494606731173888,Mon May 06 20:16:39 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",_fak94,5,88,nikah yuk,,,,
1125494607620517889,Mon May 06 20:16:39 +0000 2019,The Samsung Galaxy S10 Giveaway | StackSocial https://t.co/wTNzZDEQnd via @StackSocial,REALFluxZero,14,84,Flux Zero,,,,
1125494619079348225,Mon May 06 20:16:42 +0000 2019,"RT @BazaRzDuNet: 🎁 #CONCOURS 🎁

Tente de gagner un Samsung Galaxy S10 !
Like❤️/Rt🔄 + Tag 1 ami 👍
➡️ FOLLOW @BazaRzDuNet @TiltedTowersss_ @W…",Katia312312,60,1618,Katia,,,,
1125494644706631681,Mon May 06 20:16:48 +0000 2019,VOCE PODE GANHAR UM SAMSUNG GALAXY S10 PLUS https://t.co/xLenmNkrA1,ItalloMteus,295,722,Itallo Mateus,,,,
1125494714067587072,Mon May 06 20:17:05 +0000 2019,"RT @realJoeHussey: So far, S10 plus is by far the smoothest Samsung device I've ever used. It's living up to the hype. We will see after a…",AndroUser2,7,52,Andro_User,,,,
1125494755905896454,Mon May 06 20:17:15 +0000 2019,"↬ American - RuPaul (ft. RPDR S10 Cast) 

► https://t.co/0jvm4Pe1Jn

https://t.co/BYXmOF9la2",snicketned,1426,165,marsy vs endgame ‎⎊,,,,
1125494825653084161,Mon May 06 20:17:31 +0000 2019,@MarkDotPeters5 @MrCraigBradshaw I know I'm going to fume that I didn't wait for the S10 Note when it comes out!,CameronYardeJnr,4449,1800,Cameron Yarde Jnr,,,,
1125494889486196736,Mon May 06 20:17:46 +0000 2019,@carton_papier @RomainLP_ Achète le Samsung Galaxy s10+ c mieux,hugo_trza,9,54,Tranzéat Hugo,,,,
1125494945173970948,Mon May 06 20:18:00 +0000 2019,@creeps_v @mexinaco14 @dbrand @SamsungMobileUS Oh another kid.. fuck off.. leave the people with s10 alone. If you… https://t.co/AJ8RPJ4L9G,bgkoki,23,28,Kala,,,,
1125494995148996609,Mon May 06 20:18:12 +0000 2019,RT @CristianSamXXX: Bienvenido a mi nueva aventura Samsung Galaxy S10+... Preventa en Argentina https://t.co/i4JA2P29dx,PabloHulgich,4695,445,Pavel Huljić,,,,
1125495108881788930,Mon May 06 20:18:39 +0000 2019,Here's my @eWEEKNews review of the latest @Samsung Galaxy S10+ flagship smartphone: It's the best Galaxy handset so… https://t.co/djgNJl2kSs,TechManTalking,3295,1956,Todd R. Weiss,,,,
1125495245473484800,Mon May 06 20:19:11 +0000 2019,"Fix ""Unfortunately, Google Play Store Has Stopped"" Error On Samsung Galaxy S10 - https://t.co/hOPsslzjo1 #SamsungGalaxy",galaxyfyi,1,0,Galaxy FYI,,,,
1125495249030324224,Mon May 06 20:19:12 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",miss__mercie,6203,5766,👑 mercie 👑,,,,
1125495305288417281,Mon May 06 20:19:26 +0000 2019,"Aí voltei pra pega o burro tinha duas S10 pulando os cara lá, e meu burro tava no meio do pulao lá",sinistroweed,766,740,marquim,,,,
1125495369444491264,Mon May 06 20:19:41 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",Joseph_McEbo,11881,11503,MacEbo,,,,
1125495562671935490,Mon May 06 20:20:27 +0000 2019,"ME CAGO EN LA MADRE DE BIMBO!
pinches semanas esperando a ver si alguien ponia el s10e a buen precio y nada.
me com… https://t.co/AOr3YJclyC",Hector_MtzM,90,31,Fetishman,,,,
1125495622067466240,Mon May 06 20:20:41 +0000 2019,"He publicado un episodio en #ivoox ""Facebook y las Fake-news, Galaxy S10 5G Explota"" #podcast  https://t.co/b9o45eMe1A",infoes,5397,38,Miguel infoes,,,,
1125495626240856067,Mon May 06 20:20:42 +0000 2019,RT @CalvoDrbustosc: Sorteo Internacional de un Galaxy S10 (128 GB) en Pro Android !! #SorteoGalaxyS10 - Participa aquí → https://t.co/nL4Gs…,Catheri16812786,2,188,Catherine Farmer,,,,
1125495685040594944,Mon May 06 20:20:56 +0000 2019,"RT @UniverseIce: I experienced the Galaxy S10 5G, a bigger screen, a bigger battery, and heavier. https://t.co/LvEJNBnmGV",oreojeofre,161,2634,MAGICKO,,,,
1125495707253735424,Mon May 06 20:21:01 +0000 2019,Whitestone Dome Tempered Glass Install for Samsung Galaxy Note 9 #Whitestonedomeglass #screenprotector #screen… https://t.co/fj1bZkCkOO,domeglass1,96,2200,WhitestoneDomeGlass,,,,
1125495792859582464,Mon May 06 20:21:22 +0000 2019,"Chevrolet S10 Colorado 2.8 Extra Full
Excelente Estado
☎ 26053290 / 098560160
VER VEHÍCULO 🚩https://t.co/o3MViwFl0B https://t.co/PR0V46RiLl",MotorLider_,421,445,MotorLider,,,,
1125495913479376901,Mon May 06 20:21:51 +0000 2019,"RT @TheGrefgYT: 💎🔥 ¡SORTEO 10.000.000 DE SUSCRIPTORES! 🔥💎

x10 PS4 PRO
x10 Galaxy S10

20 GANADORES ;)

Vídeo ▶ https://t.co/VbWEzV9mwQ
Lin…",Dsc4301,3,10,Dsc430,,,,
1125495954013077509,Mon May 06 20:22:00 +0000 2019,Damn. My wireless charger at work on the fritz. I need to find somebody with an S10 to let me use their phone to charge mine until 5:30 😭,PineappleCGC,1108,427,🍍,,,,
1125496008933294080,Mon May 06 20:22:13 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",AkieM__,18030,16431,SNAP JIGGA📸📸,,,,
1125496135848726529,Mon May 06 20:22:44 +0000 2019,"Imposto pago, conferi 
S10 comprado, conferi!!!

Na caixa estava escrito que havia um promoção de uma roupa em um j… https://t.co/EJT2g76EGB",Alex09212117,0,0,Alex,,,,
1125496249657040896,Mon May 06 20:23:11 +0000 2019,"I’ve always been optimistic about S10. But reading this makes me wonder what ⁦@CBSTVStudios‘s plans are.
Whenever… https://t.co/UFVAMObOFq",OhanaFive0,158,295,Ohana,,,,
1125496296964489218,Mon May 06 20:23:22 +0000 2019,RT @TechManTalking: Here's my @eWEEKNews review of the latest @Samsung Galaxy S10+ flagship smartphone: It's the best Galaxy handset so far…,jburttech,170,54,Jeffrey Burt,,,,
1125496304812138496,Mon May 06 20:23:24 +0000 2019,E la se vai uma S10 do ano sendo rebocada enfrente ao comercial de bala do centro.,JessLeonardo98,91,254,Jeff  🏈(0-0-0),,,,
1125496340040040448,Mon May 06 20:23:32 +0000 2019,Eu entrei né 4 rua pra sair fora da s10 vou e trombo eles na José Cândido kk bct,saymon_yuri,565,498,Yuri 🤑,,,,
1125496347879137280,Mon May 06 20:23:34 +0000 2019,"@jai_wt @nolimits @getpeid @oneplus @ycombinator Samsung S10+ UI One is better , coming from Op6",andy_dee_,13,35,andy dee,,,,
1125496451679772677,Mon May 06 20:23:59 +0000 2019,@sturko @Pacman933 @Firdous0302 @RahatSharma20 @oneplus Seems like you have never had a phone with good speakers. I… https://t.co/a74u2E3MRB,ernestomoza,54,269,Ernesto Morales,,,,
1125496506633654278,Mon May 06 20:24:12 +0000 2019,RT @superevilmegaco: 🤗🤗🤗 https://t.co/Z7VxhYmMFb,princevader,6,133,princevader,,,,
1125496524560060417,Mon May 06 20:24:16 +0000 2019,"Chevrolet S10 Colorado 2.8 Cd 4x2 Extra Full
Excelente estado
☎ 26053290 / 098560160
VER VEHÍCULO 🚩… https://t.co/g3M5bHjGnP",MotorLider_,421,445,MotorLider,,,,
1125496556654927873,Mon May 06 20:24:24 +0000 2019,"RT @JayneStorm38G: Added this too my wishlist. I know its not sexy but I need it for my new phone xxxx
NXET Wireless Charger Stand, 10W Fas…",trailnutter,2165,4115,David,,,,
1125496572844957696,Mon May 06 20:24:28 +0000 2019,S10,theus_crf7,7705,6586,matheus 🔥,,,,
1125496660510019589,Mon May 06 20:24:49 +0000 2019,"RT @Dr_Cillo: Por ahora dire
Galaxy s10+ &gt;&gt;&gt; iphone Xs max",Marimery_97,581,220,Mari-chan♀️,,,,
1125496744983371776,Mon May 06 20:25:09 +0000 2019,RT @Mashable_ME: Here are four reasons why the Galaxy S10+ is the ultimate must-have accessory for generation next #Samsung #S10 #GalaxyS10…,asem_Njr11,385,288,nature boy💫,,,,
1125496766093303809,Mon May 06 20:25:14 +0000 2019,a duvida q eu gostaria de ter:,__Tainaraa,4052,2848,diabaaaaaa,,,,
1125496838344384512,Mon May 06 20:25:31 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",CodeineApple,13318,8184,Molebogeng,,,,
1125496883542151169,Mon May 06 20:25:42 +0000 2019,"[TRAD] #SANHA hoy en vlive

Fan: Desde que he cambiado de móvil, (solo) miro el teléfono
Sanha: Yo también cambié d… https://t.co/DZr795NVtm",ASTRO_Spain,10255,286,ASTRO 아스트로 SPAIN,,,,
1125496910737956864,Mon May 06 20:25:48 +0000 2019,"RT @litGaws: Rules to get a Free IPhone Xs or Samsung S10:

-Have the money on Paypal ready
(America 20$ / Europe 15$ / Afrika and Asia 20$…",alethaa7,104,117,alethaa//GA📌,,,,
1125496962894184449,Mon May 06 20:26:01 +0000 2019,RT @DanteGTX3: Lo mejor de tener un Samsung Galaxy s10+ es poder poner este fondo de pantalla aprovechando las cámaras frontales. 😂😂 https:…,Marimery_97,581,220,Mari-chan♀️,,,,
1125496981336539137,Mon May 06 20:26:05 +0000 2019,"Lifelong iPhone User Switches To The Galaxy S10 – Tech Insider
Spider-Man Dany Sansa Cersei https://t.co/J8pK3PMC0o",c_h_o_r_d_s,5,46,Uzair Iqbal,,,,
1125497045194813440,Mon May 06 20:26:20 +0000 2019,Lifelong iPhone Client Switches To The Galaxy S10 – Tech Insider https://t.co/Rqd98WDVLF,BoutiqueWonders,1,5,Wonders Boutique,,,,
1125497077864202240,Mon May 06 20:26:28 +0000 2019,@userivan638 спасибо уже преобрёл sony extra bs bx s10 x  вроде както так очень доволин,rotckciv,858,2695,victor,,,,
1125497084927512579,Mon May 06 20:26:30 +0000 2019,RT @__Tainaraa: a duvida q eu gostaria de ter: https://t.co/P34o0Gg4ZD,lioncrvg_,1565,792,KathCuína ✠,,,,
1125497090644295680,Mon May 06 20:26:31 +0000 2019,"@RShimu Não. A câmera do P30 Pro é absurda, mas o S10+ ainda é melhor no geral.",paulohiga,11139,886,Paulo Higa,,,,
1125497176975712257,Mon May 06 20:26:52 +0000 2019,"aí s10, te prepara",thomiinhas__,1032,720,𝒈𝒖𝒓𝒊 𝒅𝒂 𝒉𝒆𝒍𝒑,,,,
1125497183241940993,Mon May 06 20:26:53 +0000 2019,"RT @UniverseIce: The accurate news from China, OnePlus 7 Pro display confirmed to support HDR10+, this is the second HDR10+ standard mobile…",EjazShaikh3333,62,933,Ejaz Shaikh,,,,
1125497193824116741,Mon May 06 20:26:56 +0000 2019,RT @verizon: Be #FirstToRealTime with Verizon 5G Ultra Wideband. Get the new Samsung Galaxy S10 5G.,Bham_So_Funny,15,186,Birmingham So Funny,,,,
1125497290062540800,Mon May 06 20:27:19 +0000 2019,Samsung Galaxy S10 Plus now with £110 OFF at Amazon https://t.co/5ddXuXzxM6 #amazonuk https://t.co/UooBtzjz5D,GadgetUKCentral,1476,745,Gadgets UK,,,,
1125497327467356162,Mon May 06 20:27:28 +0000 2019,@samethrillagain He better treat him right in S10!,ScribbleDoozy,1006,909,Buzztrixer🥄,,,,
1125497330004779010,Mon May 06 20:27:28 +0000 2019,RT @litGaws: Enter🔥 https://t.co/5nq1wvnMeO,Jrika6,302,298,tatahyung,,,,
1125497409415598080,Mon May 06 20:27:47 +0000 2019,Samsung Galaxy S10 Plus now with £110 OFF at Amazon https://t.co/uUkFYB1v3b #gadgetsuk https://t.co/eoOv5LrnaI,techgadgUK,1330,644,UK and Euro Tech,,,,
1125497488708964352,Mon May 06 20:28:06 +0000 2019,Samsung Galaxy S10 Plus now with £110 OFF at Amazon https://t.co/Dmhea8jHkR https://t.co/3vxqkQykoB,UK_Tech_Today,4860,3501,Tech UK,,,,
1125497504957640705,Mon May 06 20:28:10 +0000 2019,"RT @UniverseIce: I experienced the Galaxy S10 5G, a bigger screen, a bigger battery, and heavier. https://t.co/LvEJNBnmGV",EjazShaikh3333,62,933,Ejaz Shaikh,,,,
1125497601372168192,Mon May 06 20:28:33 +0000 2019,"RT @ASTRO_Spain: [TRAD] #SANHA hoy en vlive

Fan: Desde que he cambiado de móvil, (solo) miro el teléfono
Sanha: Yo también cambié de móvil…",MarielaVanesaQ,67,374,Vane... 😊,,,,
1125497609307787265,Mon May 06 20:28:35 +0000 2019,True 💩,lucenzo0,0,91,Lucenzo,,,,
1125497678522191875,Mon May 06 20:28:51 +0000 2019,VOCE PODE GANHAR UM SAMSUNG GALAXY S10 PLUS https://t.co/5MCE9G8nDZ,LeoBrg_S91,19,119,Leandro Braga  🇧🇷,,,,
1125497700055568384,Mon May 06 20:28:57 +0000 2019,"RT @paanhanztech: Bila Huawei Prank Samsung 😂

Samsung - Letak Billboard #GalaxyS10 dekat setiap Mall berdekatan.

Huawei - Letak Big Billb…",The__Unbidden,22,255,unsolicited thoughts,,,,
1125497897833848832,Mon May 06 20:29:44 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",JerusalemCasti1,462,978,ALTER_PROF_50 SHADES,,,,
1125497908239970305,Mon May 06 20:29:46 +0000 2019,Agora que comprei o S10 estou feito.,pois_me,0,0,Pois o que vc está me dizendo?,,,,
1125497994600697860,Mon May 06 20:30:07 +0000 2019,"Top story: Comparativa fotográfica Huawei P30 Pro Samsung Galaxy S10+ iPhone XS Max... https://t.co/rQs7p07uUb, see… https://t.co/ogrmUh4RIJ",Mobiletechlatam,324,577,MobileTech Latam,,,,
1125498017786859520,Mon May 06 20:30:12 +0000 2019,"@Gastari_ Laisse moi deviner, s10 ?",Loucasio_,227,99,Loucasio,,,,
1125498018936053762,Mon May 06 20:30:13 +0000 2019,⚡️ “Whitestone Dome Glass for Galaxy S10 : works with ultra sonic FP tech.”   #WhitestoneDomeGlass #GalaxyS10… https://t.co/QKQVFq64he,whitestonedome,10685,1247,Whitestone Dome,,,,
1125498029795106819,Mon May 06 20:30:15 +0000 2019,"RT @TJ_Cobain: Flash Sale £35 With S10 :)

Site - https://t.co/3S4PUgEfwH

Vouches - #TJLegit

250RTS = x1 IKONIK + Emote Winner https://t.…",colincourv,1,108,colincourv,,,,
1125498044005453824,Mon May 06 20:30:19 +0000 2019,Как упростить доступ к панели уведомлений на большом экране Galaxy S10 / С ростом экранов современных &amp;.. https://t.co/ymRCRspXYw,chinaphone_info,222,0,China-phone,,,,
1125498049319579648,Mon May 06 20:30:20 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",andii_andie,19616,19117,❤ⓐⓝⓓiswa💕inspirational&deep life🌼,,,,
1125498183210164224,Mon May 06 20:30:52 +0000 2019,"@Loucasio_ *S10+
Tu étais pas loin !",Gastari_,167,100,Gastari,,,,
1125498231268487175,Mon May 06 20:31:03 +0000 2019,"⏩⏩NUEVO PODCAST 🎙 
Facebook y las Fake-news, Galaxy S10 5G Explota 
https://t.co/2mVElbY0DV",easysmartech,9094,149,Easy Smart Tech 🍀,,,,
1125498251384213504,Mon May 06 20:31:08 +0000 2019,RT @iannnnn: ใครใช้ S10 ก็ให้เลือกปลดล็อกหน้าจอด้วยวิธีอื่นเด้อ ปลดด้วยหน้าอันตราย https://t.co/Q6tHYPsh4W,napadet754,38,85,Gun_Napadet2436,,,,
1125498252172963842,Mon May 06 20:31:08 +0000 2019,"RT @VSathish1983: Samsung revenue declines, despite strong Galaxy S10 sales https://t.co/kzi9YBLTYS",chryspiemulu,6,38,Isabella Marlee,,,,
1125498255826128898,Mon May 06 20:31:09 +0000 2019,OBS: estou no meu IPHONE pq meu S10 acabou a bateria :(,pois_me,0,0,Pois o que vc está me dizendo?,,,,
1125498280337707010,Mon May 06 20:31:15 +0000 2019,@GarrisonJarvis1 It’s a promotional fortnite skin that is only available to s10 users,Mohamed198232,0,20,Mohamed19823,,,,
1125498310691774468,Mon May 06 20:31:22 +0000 2019,GET THE GALAXY S10 TO get iconic skin https://t.co/t8gKPuAQuQ,Arzan61424984,2,14,opbomarzancool,,,,
1125498312356958209,Mon May 06 20:31:23 +0000 2019,Omg S10 winner Aquaria is going to the Met,Beylemonated,1845,1482,𝔉𝔦𝔣𝔱𝔶-𝔩𝔢𝔳𝔢𝔫 𝔠𝔥𝔦𝔩𝔡𝔯𝔢𝔫,,,,
1125498335304003585,Mon May 06 20:31:28 +0000 2019,RT @CRSavantTout: Le roccat Vulcan 100 aimo vu par le @SamsungFR  Galaxy S10+ ( sans mode nuit) https://t.co/qGapf0f4Vy,CRSavantTout,323,564,Le Thanos des CRS,,,,
1125498396381523969,Mon May 06 20:31:43 +0000 2019,RT @StargateDaily: Behind the scenes of S10 episode 'Bounty'. #Stargate #StargateSG1 #BehindTheScenes #StargateNow https://t.co/HQVtNKKrou,suebsg9,648,605,Sue -Jensen Ackles (Dean Winchester 2005-2020),,,,
1125498402509340672,Mon May 06 20:31:44 +0000 2019,Lifelong iPhone User Switches To The Galaxy S10 – Tech Insider https://t.co/1GTzzwR9D0,PkThebusiness,61,119,thebusiness.com.pk,,,,
1125498407966138371,Mon May 06 20:31:45 +0000 2019,"@GarrisonJarvis1 And since u have an s10 u can get it for me, but in case u don’t play the game.",Mohamed198232,0,21,Mohamed19823,,,,
1125498450055913474,Mon May 06 20:31:55 +0000 2019,"RT @UniverseIce: I experienced the Galaxy S10 5G, a bigger screen, a bigger battery, and heavier. https://t.co/LvEJNBnmGV",ashifsid786,52,648,Ashif Siddiqui,,,,
1125498485304844295,Mon May 06 20:32:04 +0000 2019,RT @litGaws: Enter🔥 https://t.co/5nq1wvnMeO,RADENadennn,39,324,Haaa??,,,,
1125498562819821568,Mon May 06 20:32:22 +0000 2019,RT @CarolinaGasca7: Come get your new @GalaxyBuds at your nearest @TMobile and get $150 back on the shop Samsung website.  This promo is st…,magentaeli,136,68,Eli 📱⌚️,,,,
1125498734698291200,Mon May 06 20:33:03 +0000 2019,"@clubdefutbol Muchas gracias por escuchar mi podcast. Aquí te dejo el de hoy. Facebook y las Fake-news, Galaxy S10… https://t.co/Exgd4VAee5",easysmartech,9094,149,Easy Smart Tech 🍀,,,,
1125498764339363841,Mon May 06 20:33:10 +0000 2019,"RT @SamsungLevant: Want to know more about our Galaxy S10 | S10+?
Pick and choose from your favorite features... 
#GalaxyS10",abcdd1950,6786,1858,زِيﮱوٌوٌوٌدِ,,,,
1125498792856494080,Mon May 06 20:33:17 +0000 2019,Extremadamente igualitario,Memescomunistas,3891,426,☭Communist Ball☭,,,,
1125498852147175424,Mon May 06 20:33:31 +0000 2019,"Hey, @FUNimation. When will S10 of One Piece be dubbed and availble to watch? There's no information about S10 anyw… https://t.co/EKTjCnOeEu",lindsiroot,206,258,Lindsi Root,,,,
1125498926121881600,Mon May 06 20:33:49 +0000 2019,@FortniteGame 20+ S10 are ready to get many Ikonik Skins  😍 https://t.co/HTxjMrucbi,IkonikSkin49usd,1472,1745,Ikonik Skin 49$ | Fortnite Service,,,,
1125498941167026177,Mon May 06 20:33:52 +0000 2019,@Beephone_fr @anonuku Tu me passes ton XS si tu garde le S10+ :D,Allow2_1,87,205,Allow ! / Clément,,,,
1125498944442830849,Mon May 06 20:33:53 +0000 2019,@SamsungChile Me gustaría el Samsung Galaxy S10 de colo negro,Cristof85830270,10,95,Cristofer Martínez Navarro,,,,
1125498984590561281,Mon May 06 20:34:03 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",inimayaaa,253,297,thisis🚀🚀,,,,
1125499001061687302,Mon May 06 20:34:07 +0000 2019,@Nk127__ Je sais c'était sois moi sois starz psk après les autres C des joueurs s10,_Marckyy,255,138,`,,,,
1125499064899002368,Mon May 06 20:34:22 +0000 2019,VOCE PODE GANHAR UM SAMSUNG GALAXY S10 PLUS https://t.co/10AIBroABi,7318ce2702c040b,3,13,Webber El-Huaick,,,,
1125499148499922944,Mon May 06 20:34:42 +0000 2019,RT @IkonikSkin49usd: @FortniteGame 20+ S10 are ready to get many Ikonik Skins  😍 https://t.co/HTxjMrucbi,BobManses,72,642,BobJohnson,,,,
1125499273544708097,Mon May 06 20:35:12 +0000 2019,"@Lukytod @TOlalanne @LeoDuffOff C'est un peu comme les gens qui pensent que ""Samsung fait aussi de la reconnaissanc… https://t.co/Gkkc0lF0bq",DenisQS_,1169,114,Denis Q.S.,,,,
1125499312849465344,Mon May 06 20:35:21 +0000 2019,RT @pirmax: Où acheter Galaxy S10 Samsung au meilleur prix en 2019 ? Guide 🏷️ #SamsungElectronics #Smartphone #Coréen #SanFrancisco #Androi…,lloydias,113,81,lloyd,,,,
